protId	avgScore	totall	symbol
O75396	8.37515002815513	8.37515002815513	SC22B_HUMAN
Q8IYT4	8.37053517655412	16.7410703531082	KATL2_HUMAN
O43264	8.32755230395214	16.6551046079043	ZW10_HUMAN
P52815	8.31580807335309	8.31580807335309	RM12_HUMAN
P49189	8.26184920684329	16.5236984136866	AL9A1_HUMAN
P54819	8.26130887442353	8.26130887442353	KAD2_HUMAN
P04075	8.20414914900701	24.612447447021	ALDOA_HUMAN
O94905	8.11382825740648	8.11382825740648	ERLN2_HUMAN
P20339	8.08661743437482	8.08661743437482	RAB5A_HUMAN
Q6UX71	8.07061512522962	8.07061512522962	PXDC2_HUMAN
Q9NP72	8.03358379103301	24.100751373099	RAB18_HUMAN
Q9Y365	8.00122241072629	8.00122241072629	STA10_HUMAN
Q15427	7.9881673530122	7.9881673530122	SF3B4_HUMAN
P06576	7.92075596015214	23.7622678804564	ATPB_HUMAN
Q13098	7.90175276662559	7.90175276662559	CSN1_HUMAN
P31946	7.89077523528907	15.7815504705781	1433B_HUMAN
P52566	7.85915344564397	7.85915344564397	GDIR2_HUMAN
P30622	7.84064881039642	7.84064881039642	CLIP1_HUMAN
O95865	7.8156220278877	7.8156220278877	DDAH2_HUMAN
P10606	7.81440024335168	15.6288004867034	COX5B_HUMAN
Q9BY43	7.79231182722492	7.79231182722492	CHM4A_HUMAN
P28074	7.76469840343869	7.76469840343869	PSB5_HUMAN
Q8WUM4	7.73527103024444	7.73527103024444	PDC6I_HUMAN
P18827	7.73269970222065	15.4653994044413	SDC1_HUMAN
P51159	7.63640706780367	7.63640706780367	RB27A_HUMAN
P42765	7.62196777223238	15.2439355444648	THIM_HUMAN
O14776	7.60963018342016	7.60963018342016	TCRG1_HUMAN
P36957	7.51988560966472	15.0397712193294	ODO2_HUMAN
Q13724	7.51811619016217	7.51811619016217	MOGS_HUMAN
Q13232	7.50916373433926	7.50916373433926	NDK3_HUMAN
Q6DKJ4	7.49965152145825	22.4989545643747	NXN_HUMAN
O95994	7.4956392917036	14.9912785834072	AGR2_HUMAN
P62241	7.49481423660324	22.4844427098097	RS8_HUMAN
Q9Y4P3	7.44756271846197	7.44756271846197	TBL2_HUMAN
Q71UM5	7.44095771230029	29.7638308492012	RS27L_HUMAN
P24752	7.40325554454697	7.40325554454697	THIL_HUMAN
P62263	7.37530623577799	22.125918707334	RS14_HUMAN
O95169	7.31905710566205	7.31905710566205	NDUB8_HUMAN
P62937	7.31119636073856	7.31119636073856	PPIA_HUMAN
O76062	7.3078255530596	7.3078255530596	ERG24_HUMAN
Q9UIQ6	7.29572162900425	7.29572162900425	LCAP_HUMAN
Q9H3K6	7.28733118065776	14.5746623613155	BOLA2_HUMAN
P52272	7.23623629814703	21.7087088944411	HNRPM_HUMAN
Q562R1	7.20879403858171	7.20879403858171	ACTBL_HUMAN
Q8N1G4	7.15786362930849	14.315727258617	LRC47_HUMAN
P35443	7.13918022730108	14.2783604546022	TSP4_HUMAN
Q96C90	7.0870948460565	7.0870948460565	PP14B_HUMAN
P53004	7.01592037602536	21.0477611280761	BIEA_HUMAN
P53634	7.00727293219888	21.0218187965966	CATC_HUMAN
Q96IJ6	6.97632013318113	13.9526402663623	GMPPA_HUMAN
P49207	6.96032116189186	13.9206423237837	RL34_HUMAN
P62861	6.95311892535133	13.9062378507027	RS30_HUMAN
P98179	6.94922142164269	6.94922142164269	RBM3_HUMAN
Q53EL6	6.9122121726951	6.9122121726951	PDCD4_HUMAN
O43252	6.90200606947733	6.90200606947733	PAPS1_HUMAN
Q01105	6.87069596680028	6.87069596680028	SET_HUMAN
P84085	6.80786380917269	6.80786380917269	ARF5_HUMAN
Q8WVM8	6.78089263431677	33.9044631715838	SCFD1_HUMAN
Q13451	6.74418322349342	6.74418322349342	FKBP5_HUMAN
Q9UL46	6.74218181041339	6.74218181041339	PSME2_HUMAN
P35222	6.62364131140784	6.62364131140784	CTNB1_HUMAN
P62888	6.57583139559696	6.57583139559696	RL30_HUMAN
Q8WXF1	6.54819368946703	6.54819368946703	PSPC1_HUMAN
Q9NZU5	6.53449746328849	6.53449746328849	LMCD1_HUMAN
P08621	6.49028720393588	19.4708616118076	RU17_HUMAN
P16152	6.46358944668814	25.8543577867526	CBR1_HUMAN
Q9UBG0	6.39978923856318	6.39978923856318	MRC2_HUMAN
P18621	6.39892510398381	6.39892510398381	RL17_HUMAN
P00492	6.39721656743852	6.39721656743852	HPRT_HUMAN
P04080	6.39278981117209	6.39278981117209	CYTB_HUMAN
O14964	6.38455564295695	6.38455564295695	HGS_HUMAN
Q96DG6	6.3815920235632	6.3815920235632	CMBL_HUMAN
P37802	6.37322303879656	12.7464460775931	TAGL2_HUMAN
P17980	6.34189267324653	12.6837853464931	PRS6A_HUMAN
P49589	6.28862179058162	6.28862179058162	SYCC_HUMAN
Q9Y265	6.27447793204734	6.27447793204734	RUVB1_HUMAN
O43175	6.2149866320753	6.2149866320753	SERA_HUMAN
P63104	6.19219209223965	12.3843841844793	1433Z_HUMAN
Q7Z4W1	6.18950204776189	6.18950204776189	DCXR_HUMAN
Q9Y285	6.18948571875442	12.3789714375088	SYFA_HUMAN
P12429	6.17543399155159	6.17543399155159	ANXA3_HUMAN
P20774	6.16501408205605	18.4950422461681	MIME_HUMAN
Q7Z2W4	6.14246973284519	6.14246973284519	ZCCHV_HUMAN
P50990	6.09281640776956	6.09281640776956	TCPQ_HUMAN
Q14204	6.06987349215489	6.06987349215489	DYHC1_HUMAN
P63220	6.06823511847939	12.1364702369588	RS21_HUMAN
P01766	6.04729401237222	6.04729401237222	HV313_HUMAN
P61769	6.03148897911029	6.03148897911029	B2MG_HUMAN
P04083	6.02889600560298	6.02889600560298	ANXA1_HUMAN
P60660	5.97114784573012	5.97114784573012	MYL6_HUMAN
Q9NTK5	5.96869862406442	11.9373972481288	OLA1_HUMAN
P46940	5.90759851478529	5.90759851478529	IQGA1_HUMAN
Q9H3Q1	5.90705588431267	5.90705588431267	BORG4_HUMAN
Q14165	5.89627883189625	5.89627883189625	MLEC_HUMAN
P13667	5.84197060542322	11.6839412108464	PDIA4_HUMAN
O15511	5.75883705948157	5.75883705948157	ARPC5_HUMAN
P01034	5.73633502799619	5.73633502799619	CYTC_HUMAN
Q00610	5.7122746754739	28.5613733773695	CLH1_HUMAN
P06737	5.69237644962918	11.3847528992584	PYGL_HUMAN
O75083	5.68818248291265	11.3763649658253	WDR1_HUMAN
Q9Y3I0	5.67879300374347	11.3575860074869	RTCB_HUMAN
P43490	5.67539649762874	11.3507929952575	NAMPT_HUMAN
Q9Y2X3	5.5162325966379	11.0324651932758	NOP58_HUMAN
P14927	5.48711991766672	5.48711991766672	QCR7_HUMAN
Q02543	5.43973256073914	10.8794651214783	RL18A_HUMAN
P26373	5.35283747583503	10.7056749516701	RL13_HUMAN
P35268	5.32204914177654	10.6440982835531	RL22_HUMAN
P16401	5.31606907355754	5.31606907355754	H15_HUMAN
P35232	5.3035995264321	15.9107985792963	PHB_HUMAN
P42285	5.24844491296704	5.24844491296704	MTREX_HUMAN
P62136	5.2235843455897	10.4471686911794	PP1A_HUMAN
Q92506	5.21688731576806	10.4337746315361	DHB8_HUMAN
Q9Y230	5.20761564353277	10.4152312870655	RUVB2_HUMAN
Q92973	5.20658251801584	10.4131650360317	TNPO1_HUMAN
P17844	5.18155117931656	10.3631023586331	DDX5_HUMAN
P49368	5.11426451568846	15.3427935470654	TCPG_HUMAN
Q13642	5.09106023640562	5.09106023640562	FHL1_HUMAN
P37837	5.08225694755714	10.1645138951143	TALDO_HUMAN
Q9HB07	5.05639012917867	5.05639012917867	MYG1_HUMAN
Q9NYL9	5.04959443935725	10.0991888787145	TMOD3_HUMAN
Q14697	5.0493034188885	5.0493034188885	GANAB_HUMAN
Q9NZJ7	5.03887662712822	5.03887662712822	MTCH1_HUMAN
P49590	5.02894760127045	5.02894760127045	SYHM_HUMAN
Q4G0J3	5.0194669508765	5.0194669508765	LARP7_HUMAN
P62280	4.9922469872835	4.9922469872835	RS11_HUMAN
Q9Y3Y2	4.98073699004042	4.98073699004042	CHTOP_HUMAN
P21399	4.94928440478765	4.94928440478765	ACOC_HUMAN
O76074	4.94538481707125	4.94538481707125	PDE5A_HUMAN
P52597	4.91194199822259	4.91194199822259	HNRPF_HUMAN
P62851	4.91077166640141	14.7323149992042	RS25_HUMAN
Q14847	4.85365112269925	9.7073022453985	LASP1_HUMAN
P42356	4.83534094683788	9.67068189367576	PI4KA_HUMAN
P56192	4.83122511559506	4.83122511559506	SYMC_HUMAN
P51665	4.81262085648373	4.81262085648373	PSMD7_HUMAN
Q13283	4.8035584136189	4.8035584136189	G3BP1_HUMAN
Q13217	4.74863629007126	4.74863629007126	DNJC3_HUMAN
Q9Y6M1	4.72595864980953	4.72595864980953	IF2B2_HUMAN
Q00059	4.66338318772938	4.66338318772938	TFAM_HUMAN
P51888	4.57285817336329	4.57285817336329	PRELP_HUMAN
O60701	4.56277093298994	4.56277093298994	UGDH_HUMAN
Q16610	4.55990227041814	4.55990227041814	ECM1_HUMAN
Q02218	4.54601827142338	4.54601827142338	ODO1_HUMAN
Q14112	4.52392079158755	4.52392079158755	NID2_HUMAN
O14786	4.42632439660757	8.85264879321514	NRP1_HUMAN
Q14134	4.38896714082929	4.38896714082929	TRI29_HUMAN
Q9BZM5	4.38407583512079	8.76815167024158	ULBP2_HUMAN
Q96H20	4.38134550612023	8.76269101224045	SNF8_HUMAN
O43920	4.3378858786297	4.3378858786297	NDUS5_HUMAN
Q00341	4.28193495568417	4.28193495568417	VIGLN_HUMAN
P30047	4.28027849406748	4.28027849406748	GFRP_HUMAN
P29353	4.22172329495756	4.22172329495756	SHC1_HUMAN
O15400	4.17117033533814	4.17117033533814	STX7_HUMAN
Q96DI7	4.16390520786263	4.16390520786263	SNR40_HUMAN
Q9NYU2	4.14117157917884	4.14117157917884	UGGG1_HUMAN
O75880	4.1200042950803	4.1200042950803	SCO1_HUMAN
Q8N8S7	4.04810388643909	4.04810388643909	ENAH_HUMAN
P51580	4.02842610691668	4.02842610691668	TPMT_HUMAN
P82970	4.02551580455167	8.05103160910333	HMGN5_HUMAN
Q14203	4.01097284042196	4.01097284042196	DCTN1_HUMAN
Q7L3T8	3.99873587467364	3.99873587467364	SYPM_HUMAN
Q06210	3.95878473827756	3.95878473827756	GFPT1_HUMAN
O14818	3.94027741522528	7.88055483045056	PSA7_HUMAN
P52594	3.92382502628868	3.92382502628868	AGFG1_HUMAN
P30048	3.83810010829083	3.83810010829083	PRDX3_HUMAN
Q96RP9	3.82614025948313	3.82614025948313	EFGM_HUMAN
Q99623	3.82299054007429	3.82299054007429	PHB2_HUMAN
Q9NWS8	3.67008510706288	3.67008510706288	RMND1_HUMAN
Q9Y6C9	3.62602099118718	3.62602099118718	MTCH2_HUMAN
Q92538	3.50698248338468	3.50698248338468	GBF1_HUMAN
Q92499	3.49548102305106	3.49548102305106	DDX1_HUMAN
Q9P0L0	3.45873852649832	3.45873852649832	VAPA_HUMAN
Q7Z7M0	3.37989768189014	3.37989768189014	MEGF8_HUMAN
P49411	3.32157494097437	3.32157494097437	EFTU_HUMAN
P01042	3.2517254459311	3.2517254459311	KNG1_HUMAN
P62249	3.18101326484031	3.18101326484031	RS16_HUMAN
Q9NPE3	3.05069656865199	3.05069656865199	NOP10_HUMAN
P07741	3.00441811287076	3.00441811287076	APT_HUMAN
Q15843	2.9540803745098	2.9540803745098	NEDD8_HUMAN
Q96TC7	2.9422246392539	2.9422246392539	RMD3_HUMAN
P46781	2.92795422874246	2.92795422874246	RS9_HUMAN
P12814	2.91980356743688	2.91980356743688	ACTN1_HUMAN
O95436	2.91114711996841	2.91114711996841	NPT2B_HUMAN
Q8IYI6	2.90604341594107	2.90604341594107	EXOC8_HUMAN
A8MXV4	2.8106561251702	2.8106561251702	NUD19_HUMAN
P49789	2.79466457246171	2.79466457246171	FHIT_HUMAN
P01009	2.77624458408045	2.77624458408045	A1AT_HUMAN
Q9UKM9	2.76246306974485	2.76246306974485	RALY_HUMAN
Q9Y646	2.70077167865964	2.70077167865964	CBPQ_HUMAN
P98095	2.59331579374407	2.59331579374407	FBLN2_HUMAN
Q15019	2.58278440071559	2.58278440071559	SEPT2_HUMAN
Q9BSF4	2.55687636843856	2.55687636843856	TIM29_HUMAN
Q9Y383	2.53000086129815	2.53000086129815	LC7L2_HUMAN
Q4G176	2.47415661625126	2.47415661625126	ACSF3_HUMAN
Q9HA65	2.4726824495371	2.4726824495371	TBC17_HUMAN
Q15345	2.44094613916444	2.44094613916444	LRC41_HUMAN
P21810	2.40677315820964	2.40677315820964	PGS1_HUMAN
Q9NR31	2.37774527406817	2.37774527406817	SAR1A_HUMAN
O14980	2.32620374345033	2.32620374345033	XPO1_HUMAN
P62942	2.25762921500725	2.25762921500725	FKB1A_HUMAN
P51687	2.23070388295932	2.23070388295932	SUOX_HUMAN
P14770	2.19858479543041	2.19858479543041	GPIX_HUMAN
O75340	2.19675727178091	2.19675727178091	PDCD6_HUMAN
P35998	2.13048968611104	2.13048968611104	PRS7_HUMAN
P00390	2.08959087311655	2.08959087311655	GSHR_HUMAN
Q8WWX9	2.0365116211533	2.0365116211533	SELM_HUMAN
Q8N0X4	2.03432584511919	2.03432584511919	CLYBL_HUMAN
Q9H9B4	1.93090372499509	1.93090372499509	SFXN1_HUMAN
Q9H2G2	1.91006835067	1.91006835067	SLK_HUMAN
P19022	1.89925005497966	1.89925005497966	CADH2_HUMAN
P24539	1.86923214833417	1.86923214833417	AT5F1_HUMAN
Q9UDY2	1.8644768341294	1.8644768341294	ZO2_HUMAN
P52209	1.85089363831129	1.85089363831129	6PGD_HUMAN
O00291	1.80735745116972	1.80735745116972	HIP1_HUMAN
Q9NPJ3	1.69290564527336	1.69290564527336	ACO13_HUMAN
Q9Y4W6	1.64204633407815	1.64204633407815	AFG32_HUMAN
O95831	1.5686772364093	1.5686772364093	AIFM1_HUMAN
Q6EEV6	1.5403537917817	1.5403537917817	SUMO4_HUMAN
P22570	1.51606545953561	1.51606545953561	ADRO_HUMAN
Q6UWP2	1.4468057107573	1.4468057107573	DHR11_HUMAN
Q9UHB6	1.4374529632034	1.4374529632034	LIMA1_HUMAN
Q14393	1.38143456320439	1.38143456320439	GAS6_HUMAN
P80723	1.3755508748548	1.3755508748548	BASP1_HUMAN
Q12906	1.35706186454103	1.35706186454103	ILF3_HUMAN
Q9UBB4	1.32586218157053	1.32586218157053	ATX10_HUMAN
Q96CX2	1.29546494859459	2.59092989718918	KCD12_HUMAN
P60866	1.27472113951687	1.27472113951687	RS20_HUMAN
Q96I59	1.10617386489548	1.10617386489548	SYNM_HUMAN
P05026	1.09761537882704	1.09761537882704	AT1B1_HUMAN
Q9C0I1	1.09226752699938	1.09226752699938	MTMRC_HUMAN
Q9HC38	1.06502336560068	1.06502336560068	GLOD4_HUMAN
O43504	1.06436377329281	1.06436377329281	LTOR5_HUMAN
O76021	1.03540821006805	1.03540821006805	RL1D1_HUMAN
P39019	1.01000923929034	1.01000923929034	RS19_HUMAN
Q9NUT2	0.985604004942672	0.985604004942672	ABCB8_HUMAN
Q96EL3	0.8671530723314	0.8671530723314	RM53_HUMAN
Q15631	0.856441542036539	0.856441542036539	TSN_HUMAN
Q8TE77	0.848832251540939	0.848832251540939	SSH3_HUMAN
P16157	0.838528927100277	0.838528927100277	ANK1_HUMAN
P12956	0.795797595945114	0.795797595945114	XRCC6_HUMAN
O95263	0.723452894771187	0.723452894771187	PDE8B_HUMAN
Q8WX93	0.569473123005077	0.569473123005077	PALLD_HUMAN
Q9ULS5	0.552244501714854	0.552244501714854	TMCC3_HUMAN
Q7Z304	0.508877765385936	0.508877765385936	MAMC2_HUMAN
Q14050	0.480954559301918	0.480954559301918	CO9A3_HUMAN
P50897	0.479803541413097	0.479803541413097	PPT1_HUMAN
P08236	0.350206498618525	0.350206498618525	BGLR_HUMAN
Q6GMV3	0.30636235348854	0.30636235348854	PTRD1_HUMAN
Q8N4V1	0.253265299730612	0.253265299730612	MMGT1_HUMAN
P15927	0.136343736990929	0.136343736990929	RFA2_HUMAN
Q15366	0.0246480248195138	0.0246480248195138	PCBP2_HUMAN
Q9UBE0	-0.402401143568141	-0.402401143568141	SAE1_HUMAN
Q9Y277	-0.476691806925402	-0.476691806925402	VDAC3_HUMAN
Q8IXI1	-0.557009681513896	-0.557009681513896	MIRO2_HUMAN
P35611	-0.739717213148821	-0.739717213148821	ADDA_HUMAN
Q9C040	-0.866652617797805	-0.866652617797805	TRIM2_HUMAN
Q9NX20	-1.04944593728389	-1.04944593728389	RM16_HUMAN
P04003	-1.51058357564204	-1.51058357564204	C4BPA_HUMAN
P58166	-1.72089769261688	-1.72089769261688	INHBE_HUMAN
